hjd,phase,baseline_flux,model_flux,model_normalized_flux
2455153.9790800856,0.0091066470,0.9984354806,0.9876737741,0.9892214302
2455153.9791163676,0.0091198089,0.9984339716,0.9876752155,0.9892243689
2455153.9791526501,0.0091329709,0.9984324626,0.9876766674,0.9892273182
2455153.9791889321,0.0091461328,0.9984309536,0.9876781299,0.9892302781
2455153.9792252146,0.0091592948,0.9984294446,0.9876796031,0.9892332487
2455153.9792614966,0.0091724567,0.9984279356,0.9876810870,0.9892362301
2455153.9792977790,0.0091856187,0.9984264265,0.9876825819,0.9892392225
2455153.9793340610,0.0091987806,0.9984249175,0.9876840876,0.9892422257
2455153.9793703435,0.0092119426,0.9984234085,0.9876856044,0.9892452400
2455153.9794066255,0.0092251045,0.9984218995,0.9876871323,0.9892482655
2455153.9794429080,0.0092382665,0.9984203905,0.9876886714,0.9892513022
2455153.9794791900,0.0092514284,0.9984188815,0.9876902219,0.9892543503
2455153.9795154724,0.0092645904,0.9984173724,0.9876917837,0.9892574098
2455153.9795517544,0.0092777523,0.9984158634,0.9876933571,0.9892604808
2455153.9795880369,0.0092909143,0.9984143544,0.9876949421,0.9892635635
2455153.9796243189,0.0093040762,0.9984128454,0.9876965388,0.9892666579
2455153.9796606014,0.0093172382,0.9984113364,0.9876981474,0.9892697643
2455153.9796968834,0.0093304001,0.9984098274,0.9876997678,0.9892728825
2455153.9797331658,0.0093435621,0.9984083183,0.9877014004,0.9892760129
2455153.9797694478,0.0093567240,0.9984068093,0.9877030451,0.9892791554
2455153.9798057303,0.0093698860,0.9984053003,0.9877047021,0.9892823103
2455153.9798420123,0.0093830479,0.9984037913,0.9877063716,0.9892854777
2455153.9798782947,0.0093962099,0.9984022823,0.9877080536,0.9892886576
2455153.9799145767,0.0094093718,0.9984007733,0.9877097483,0.9892918502
2455153.9799508592,0.0094225338,0.9983992642,0.9877114558,0.9892950558
2455153.9799871412,0.0094356957,0.9983977552,0.9877131763,0.9892982742
2455153.9800234237,0.0094488577,0.9983962462,0.9877149099,0.9893015059
2455153.9800597057,0.0094620196,0.9983947372,0.9877166567,0.9893047508
2455153.9800959881,0.0094751816,0.9983932282,0.9877184170,0.9893080093
2455153.9801322701,0.0094883435,0.9983917192,0.9877201909,0.9893112813
2455153.9801685526,0.0095015055,0.9983902101,0.9877219786,0.9893145671
2455153.9802048346,0.0095146674,0.9983887011,0.9877237801,0.9893178669
2455153.9802411171,0.0095278294,0.9983871921,0.9877255959,0.9893211809
2455153.9802773991,0.0095409913,0.9983856831,0.9877274259,0.9893245092
2455153.9803136815,0.0095541533,0.9983841741,0.9877292705,0.9893278521
2455153.9803499635,0.0095673152,0.9983826651,0.9877311299,0.9893312098
2455153.9803862460,0.0095804772,0.9983811560,0.9877330042,0.9893345825
2455153.9804225280,0.0095936391,0.9983796470,0.9877348938,0.9893379705
2455153.9804588105,0.0096068011,0.9983781380,0.9877367989,0.9893413740
2455153.9804950925,0.0096199630,0.9983766290,0.9877387197,0.9893447934
2455153.9805313749,0.0096331251,0.9983751200,0.9877406567,0.9893482288
2455153.9805676569,0.0096462869,0.9983736110,0.9877426100,0.9893516807
2455153.9806039389,0.0096594488,0.9983721020,0.9877445801,0.9893551494
2455153.9806402214,0.0096726108,0.9983705929,0.9877465675,0.9893586354
2455153.9806765034,0.0096857727,0.9983690839,0.9877485725,0.9893621391
2455153.9807127859,0.0096989347,0.9983675749,0.9877505959,0.9893656612
2455153.9807490679,0.0097120966,0.9983660659,0.9877526383,0.9893692024
2455153.9807853503,0.0097252586,0.9983645569,0.9877547191,0.9893727820
2455153.9808216323,0.0097384205,0.9983630479,0.9877568639,0.9893764257
2455153.9808579148,0.0097515825,0.9983615388,0.9877590950,0.9893801559
2455153.9808941968,0.0097647444,0.9983600298,0.9877614134,0.9893839736
2455153.9809304792,0.0097779064,0.9983585208,0.9877638325,0.9893878921
2455153.9809667612,0.0097910683,0.9983570118,0.9877663687,0.9893919280
2455153.9810030437,0.0098042303,0.9983555028,0.9877690196,0.9893960787
2455153.9810393257,0.0098173922,0.9983539938,0.9877717958,0.9894003549
2455153.9810756082,0.0098305542,0.9983524848,0.9877747118,0.9894047712
2455153.9811118902,0.0098437161,0.9983509757,0.9877777633,0.9894093233
2455153.9811481726,0.0098568781,0.9983494667,0.9877809598,0.9894140206
2455153.9811844546,0.0098700400,0.9983479577,0.9877843145,0.9894188764
2455153.9812207371,0.0098832020,0.9983464487,0.9877878223,0.9894238855
2455153.9812570191,0.0098963639,0.9983449397,0.9877914913,0.9894290561
2455153.9812933016,0.0099095259,0.9983434307,0.9877953342,0.9894344009
2455153.9813295836,0.0099226878,0.9983419216,0.9877993445,0.9894399134
2455153.9813658660,0.0099358498,0.9983404126,0.9878035279,0.9894455994
2455153.9814021480,0.0099490117,0.9983389036,0.9878078558,0.9894514300
2455153.9814384305,0.0099621737,0.9983373946,0.9878123157,0.9894573929
2455153.9814747125,0.0099753356,0.9983358856,0.9878168990,0.9894634795
2455153.9815109950,0.0099884976,0.9983343766,0.9878215995,0.9894696834
2455153.9815472770,0.0100016595,0.9983328676,0.9878264116,0.9894759992
2455153.9815835594,0.0100148215,0.9983313585,0.9878313313,0.9894824227
2455153.9816198414,0.0100279834,0.9983298495,0.9878363546,0.9894889500
2455153.9816561239,0.0100411454,0.9983283405,0.9878414782,0.9894955779
2455153.9816924059,0.0100543073,0.9983268315,0.9878466992,0.9895023033
2455153.9817286883,0.0100674693,0.9983253225,0.9878520150,0.9895091237
2455153.9817649703,0.0100806312,0.9983238135,0.9878574232,0.9895160366
2455153.9818012528,0.0100937932,0.9983223044,0.9878629215,0.9895230400
2455153.9818375348,0.0101069551,0.9983207954,0.9878685080,0.9895301316
2455153.9818738173,0.0101201171,0.9983192864,0.9878741810,0.9895373098
2455153.9819100993,0.0101332790,0.9983177774,0.9878799384,0.9895445727
2455153.9819463817,0.0101464410,0.9983162684,0.9878857790,0.9895519189
2455153.9819826637,0.0101596029,0.9983147594,0.9878917011,0.9895593467
2455153.9820189462,0.0101727649,0.9983132503,0.9878977034,0.9895668549
2455153.9820552282,0.0101859268,0.9983117413,0.9879037844,0.9895744421
2455153.9820915107,0.0101990888,0.9983102323,0.9879099431,0.9895821070
2455153.9821277927,0.0102122507,0.9983087233,0.9879161782,0.9895898485
2455153.9821640751,0.0102254127,0.9983072143,0.9879224886,0.9895976655
2455153.9822003571,0.0102385746,0.9983057053,0.9879288733,0.9896055567
2455153.9822366396,0.0102517366,0.9983041962,0.9879353312,0.9896135215
2455153.9822729216,0.0102648985,0.9983026872,0.9879418613,0.9896215587
2455153.9823092041,0.0102780605,0.9983011782,0.9879484629,0.9896296674
2455153.9823454861,0.0102912224,0.9982996692,0.9879551350,0.9896378467
2455153.9823817685,0.0103043844,0.9982981602,0.9879618767,0.9896460959
2455153.9824180505,0.0103175463,0.9982966512,0.9879686872,0.9896544139
2455153.9824543325,0.0103307082,0.9982951422,0.9879755658,0.9896628002
2455153.9824906150,0.0103438702,0.9982936331,0.9879825119,0.9896712541
2455153.9825268970,0.0103570321,0.9982921241,0.9879895244,0.9896797746
2455153.9825631795,0.0103701941,0.9982906151,0.9879966030,0.9896883613
2455153.9825994615,0.0103833560,0.9982891061,0.9880037467,0.9896970133
2455153.9826357439,0.0103965180,0.9982875971,0.9880109552,0.9897057302
2455153.9826720259,0.0104096799,0.9982860881,0.9880182276,0.9897145111
2455153.9827083084,0.0104228419,0.9982845790,0.9880255634,0.9897233556
2455153.9827445904,0.0104360038,0.9982830700,0.9880329620,0.9897322630
2455153.9827808728,0.0104491658,0.9982815610,0.9880404229,0.9897412329
2455153.9828171548,0.0104623277,0.9982800520,0.9880479454,0.9897502644
2455153.9828534373,0.0104754897,0.9982785430,0.9880555292,0.9897593574
2455153.9828897193,0.0104886516,0.9982770340,0.9880631736,0.9897685111
2455153.9829260018,0.0105018136,0.9982755249,0.9880708782,0.9897777252
2455153.9829622838,0.0105149755,0.9982740159,0.9880786423,0.9897869989
2455153.9829985662,0.0105281375,0.9982725069,0.9880864658,0.9897963321
2455153.9830348482,0.0105412994,0.9982709979,0.9880943478,0.9898057240
2455153.9830711307,0.0105544614,0.9982694889,0.9881022882,0.9898151744
2455153.9831074127,0.0105676233,0.9982679799,0.9881102864,0.9898246826
2455153.9831436952,0.0105807853,0.9982664708,0.9881183420,0.9898342485
2455153.9831799772,0.0105939472,0.9982649618,0.9881264545,0.9898438714
2455153.9832162596,0.0106071092,0.9982634528,0.9881346237,0.9898535511
2455153.9832525416,0.0106202711,0.9982619438,0.9881428489,0.9898632869
2455153.9832888241,0.0106334331,0.9982604348,0.9881511300,0.9898730788
2455153.9833251061,0.0106465950,0.9982589258,0.9881594664,0.9898829261
2455153.9833613886,0.0106597570,0.9982574168,0.9881678579,0.9898928286
2455153.9833976706,0.0106729189,0.9982559077,0.9881763040,0.9899027857
2455153.9834339530,0.0106860809,0.9982543987,0.9881848044,0.9899127974
2455153.9834702350,0.0106992428,0.9982528897,0.9881933586,0.9899228630
2455153.9835065175,0.0107124048,0.9982513807,0.9882019666,0.9899329825
2455153.9835427995,0.0107255667,0.9982498717,0.9882106276,0.9899431552
2455153.9835790819,0.0107387287,0.9982483627,0.9882193417,0.9899533810
2455153.9836153639,0.0107518906,0.9982468536,0.9882281083,0.9899636595
2455153.9836516464,0.0107650526,0.9982453446,0.9882369272,0.9899739904
2455153.9836879284,0.0107782145,0.9982438356,0.9882457980,0.9899843733
2455153.9837242109,0.0107913765,0.9982423266,0.9882547205,0.9899948080
2455153.9837604929,0.0108045384,0.9982408176,0.9882636942,0.9900052941
2455153.9837967753,0.0108177004,0.9982393086,0.9882727190,0.9900158314
2455153.9838330573,0.0108308623,0.9982377996,0.9882817945,0.9900264195
2455153.9838693398,0.0108440243,0.9982362905,0.9882909205,0.9900370583
2455153.9839056218,0.0108571862,0.9982347815,0.9883000966,0.9900477472
2455153.9839419043,0.0108703482,0.9982332725,0.9883093227,0.9900584863
2455153.9839781863,0.0108835101,0.9982317635,0.9883185982,0.9900692749
2455153.9840144687,0.0108966721,0.9982302545,0.9883279232,0.9900801131
2455153.9840507507,0.0109098340,0.9982287455,0.9883372972,0.9900910003
2455153.9840870332,0.0109229960,0.9982272364,0.9883467200,0.9901019366
2455153.9841233152,0.0109361579,0.9982257274,0.9883561913,0.9901129215
2455153.9841595977,0.0109493199,0.9982242184,0.9883657109,0.9901239548
2455153.9841958797,0.0109624818,0.9982227094,0.9883752784,0.9901350361
2455153.9842321621,0.0109756438,0.9982212004,0.9883848939,0.9901461655
2455153.9842684441,0.0109888057,0.9982196914,0.9883945567,0.9901573424
2455153.9843047261,0.0110019675,0.9982181824,0.9884042668,0.9901685666
2455153.9843410086,0.0110151296,0.9982166733,0.9884140241,0.9901798382
2455153.9843772906,0.0110282914,0.9982151643,0.9884238280,0.9901911565
2455153.9844135731,0.0110414535,0.9982136553,0.9884336786,0.9902025216
2455153.9844498551,0.0110546153,0.9982121463,0.9884435754,0.9902139331
2455153.9844861375,0.0110677774,0.9982106373,0.9884535184,0.9902253909
2455153.9845224195,0.0110809392,0.9982091283,0.9884635072,0.9902368945
2455153.9845587020,0.0110941013,0.9982076192,0.9884735418,0.9902484440
2455153.9845949840,0.0111072631,0.9982061102,0.9884836216,0.9902600390
2455153.9846312664,0.0111204252,0.9982046012,0.9884937468,0.9902716794
2455153.9846675484,0.0111335870,0.9982030922,0.9885039168,0.9902833647
2455153.9847038309,0.0111467491,0.9982015832,0.9885141317,0.9902950951
2455153.9847401129,0.0111599109,0.9982000742,0.9885243911,0.9903068700
2455153.9847763954,0.0111730730,0.9981985651,0.9885346949,0.9903186895
2455153.9848126774,0.0111862348,0.9981970561,0.9885450428,0.9903305532
2455153.9848489598,0.0111993969,0.9981955471,0.9885554347,0.9903424610
2455153.9848852418,0.0112125587,0.9981940381,0.9885658702,0.9903544125
2455153.9849215243,0.0112257208,0.9981925291,0.9885763493,0.9903664078
2455153.9849578063,0.0112388826,0.9981910201,0.9885868716,0.9903784464
2455153.9849940888,0.0112520447,0.9981895110,0.9885974372,0.9903905283
2455153.9850303708,0.0112652065,0.9981880020,0.9886080456,0.9904026532
2455153.9850666532,0.0112783686,0.9981864930,0.9886186968,0.9904148211
2455153.9851029352,0.0112915304,0.9981849840,0.9886293905,0.9904270314
2455153.9851392177,0.0113046925,0.9981834750,0.9886401266,0.9904392844
2455153.9851754997,0.0113178543,0.9981819660,0.9886509047,0.9904515794
2455153.9852117822,0.0113310164,0.9981804569,0.9886617250,0.9904639167
2455153.9852480642,0.0113441782,0.9981789479,0.9886725868,0.9904762958
2455153.9852843466,0.0113573403,0.9981774389,0.9886834904,0.9904887166
2455153.9853206286,0.0113705021,0.9981759299,0.9886944353,0.9905011789
2455153.9853569111,0.0113836642,0.9981744209,0.9887054215,0.9905136826
2455153.9853931931,0.0113968260,0.9981729119,0.9887164486,0.9905262274
2455153.9854294755,0.0114099881,0.9981714028,0.9887275168,0.9905388132
2455153.9854657575,0.0114231499,0.9981698938,0.9887386254,0.9905514397
2455153.9855020400,0.0114363120,0.9981683848,0.9887497747,0.9905641070
2455153.9855383220,0.0114494738,0.9981668758,0.9887609642,0.9905768145
2455153.9855746045,0.0114626359,0.9981653668,0.9887721939,0.9905895625
2455153.9856108865,0.0114757977,0.9981638578,0.9887834635,0.9906023503
2455153.9856471689,0.0114889598,0.9981623488,0.9887947731,0.9906151783
2455153.9856834509,0.0115021216,0.9981608397,0.9888061221,0.9906280458
2455153.9857197334,0.0115152837,0.9981593307,0.9888175107,0.9906409531
2455153.9857560154,0.0115284455,0.9981578217,0.9888289384,0.9906538995
2455153.9857922979,0.0115416076,0.9981563127,0.9888404054,0.9906668854
2455153.9858285799,0.0115547694,0.9981548037,0.9888519113,0.9906799102
2455153.9858648623,0.0115679315,0.9981532947,0.9888634560,0.9906929740
2455153.9859011443,0.0115810933,0.9981517856,0.9888750392,0.9907060764
2455153.9859374268,0.0115942554,0.9981502766,0.9888866610,0.9907192175
2455153.9859737088,0.0116074172,0.9981487676,0.9888983209,0.9907323968
2455153.9860099913,0.0116205793,0.9981472586,0.9889100191,0.9907456146
2455153.9860462733,0.0116337411,0.9981457496,0.9889217552,0.9907588702
2455153.9860825553,0.0116469030,0.9981442406,0.9889335290,0.9907721637
2455153.9861188377,0.0116600650,0.9981427316,0.9889453406,0.9907854952
2455153.9861551197,0.0116732269,0.9981412225,0.9889571895,0.9907988641
2455153.9861914022,0.0116863889,0.9981397135,0.9889690758,0.9908122705
2455153.9862276842,0.0116995508,0.9981382045,0.9889809992,0.9908257141
2455153.9862639667,0.0117127129,0.9981366955,0.9889929598,0.9908391949
2455153.9863002487,0.0117258747,0.9981351865,0.9890049570,0.9908527125
2455153.9863365311,0.0117390368,0.9981336775,0.9890169910,0.9908662671
2455153.9863728131,0.0117521986,0.9981321684,0.9890290615,0.9908798581
2455153.9864090956,0.0117653607,0.9981306594,0.9890411684,0.9908934858
2455153.9864453776,0.0117785225,0.9981291504,0.9890533115,0.9909071497
2455153.9864816600,0.0117916846,0.9981276414,0.9890654907,0.9909208499
2455153.9865179420,0.0118048464,0.9981261324,0.9890777057,0.9909345859
2455153.9865542245,0.0118180085,0.9981246234,0.9890899566,0.9909483580
2455153.9865905065,0.0118311703,0.9981231144,0.9891022430,0.9909621656
2455153.9866267890,0.0118443324,0.9981216053,0.9891145650,0.9909760090
2455153.9866630710,0.0118574942,0.9981200963,0.9891269221,0.9909898876
2455153.9866993534,0.0118706563,0.9981185873,0.9891393145,0.9910038017
2455153.9867356354,0.0118838181,0.9981170783,0.9891517418,0.9910177506
2455153.9867719179,0.0118969802,0.9981155693,0.9891642041,0.9910317347
2455153.9868081999,0.0119101420,0.9981140603,0.9891767009,0.9910457535
2455153.9868444824,0.0119233041,0.9981125512,0.9891892325,0.9910598071
2455153.9868807644,0.0119364659,0.9981110422,0.9892017983,0.9910738950
2455153.9869170468,0.0119496280,0.9981095332,0.9892143985,0.9910880175
2455153.9869533288,0.0119627898,0.9981080242,0.9892270327,0.9911021740
2455153.9869896113,0.0119759519,0.9981065152,0.9892397010,0.9911163648
2455153.9870258933,0.0119891137,0.9981050062,0.9892524030,0.9911305894
2455153.9870621758,0.0120022758,0.9981034971,0.9892651388,0.9911448479
2455153.9870984578,0.0120154376,0.9981019881,0.9892779080,0.9911591398
2455153.9871347402,0.0120285997,0.9981004791,0.9892907108,0.9911734655
2455153.9871710222,0.0120417615,0.9980989701,0.9893035466,0.9911878243
2455153.9872073047,0.0120549236,0.9980974611,0.9893164157,0.9912022165
2455153.9872435867,0.0120680854,0.9980959521,0.9893293176,0.9912166416
2455153.9872798692,0.0120812475,0.9980944430,0.9893422524,0.9912310998
2455153.9873161511,0.0120944093,0.9980929340,0.9893552198,0.9912455905
2455153.9873524336,0.0121075714,0.9980914250,0.9893682199,0.9912601141
2455153.9873887156,0.0121207332,0.9980899160,0.9893812522,0.9912746701
2455153.9874249981,0.0121338953,0.9980884070,0.9893943169,0.9912892585
2455153.9874612801,0.0121470571,0.9980868980,0.9894074135,0.9913038790
2455153.9874975625,0.0121602192,0.9980853889,0.9894205423,0.9913185317
2455153.9875338445,0.0121733810,0.9980838799,0.9894337027,0.9913332162
2455153.9875701270,0.0121865431,0.9980823709,0.9894468950,0.9913479326
2455153.9876064090,0.0121997049,0.9980808619,0.9894601186,0.9913626805
2455153.9876426915,0.0122128670,0.9980793529,0.9894733738,0.9913774601
2455153.9876789735,0.0122260288,0.9980778439,0.9894866601,0.9913922709
2455153.9877152559,0.0122391909,0.9980763348,0.9894999777,0.9914071131
2455153.9877515379,0.0122523527,0.9980748258,0.9895133262,0.9914219861
2455153.9877878204,0.0122655148,0.9980733168,0.9895267056,0.9914368904
2455153.9878241024,0.0122786766,0.9980718078,0.9895401155,0.9914518252
2455153.9878603849,0.0122918387,0.9980702988,0.9895535563,0.9914667909
2455153.9878966669,0.0123050005,0.9980687898,0.9895670272,0.9914817870
2455153.9879329489,0.0123181624,0.9980672808,0.9895805285,0.9914968134
2455153.9879692313,0.0123313244,0.9980657717,0.9895940601,0.9915118703
2455153.9880055133,0.0123444863,0.9980642627,0.9896076215,0.9915269572
2455153.9880417958,0.0123576483,0.9980627537,0.9896212130,0.9915420742
2455153.9880780778,0.0123708102,0.9980612447,0.9896348340,0.9915572208
2455153.9881143603,0.0123839722,0.9980597357,0.9896484849,0.9915723974
2455153.9881506423,0.0123971341,0.9980582267,0.9896621650,0.9915876034
2455153.9881869247,0.0124102961,0.9980567176,0.9896758746,0.9916028389
2455153.9882232067,0.0124234580,0.9980552086,0.9896896133,0.9916181036
2455153.9882594892,0.0124366200,0.9980536996,0.9897033812,0.9916333976
2455153.9882957712,0.0124497819,0.9980521906,0.9897171778,0.9916487205
2455153.9883320536,0.0124629439,0.9980506816,0.9897310034,0.9916640725
2455153.9883683356,0.0124761058,0.9980491726,0.9897448575,0.9916794530
