hjd,phase,baseline_flux,model_flux,model_normalized_flux
2455153.9926496386,0.0140292158,0.9978711087,0.9915431938,0.9936585849
2455153.9926859210,0.0140423778,0.9978695997,0.9915594995,0.9936764281
2455153.9927222030,0.0140555397,0.9978680907,0.9915758174,0.9936942835
2455153.9927584855,0.0140687017,0.9978665816,0.9915921478,0.9937121516
2455153.9927947675,0.0140818636,0.9978650726,0.9916084901,0.9937300316
2455153.9928310500,0.0140950256,0.9978635636,0.9916248447,0.9937479239
2455153.9928673320,0.0141081875,0.9978620546,0.9916412108,0.9937658279
2455153.9929036144,0.0141213495,0.9978605456,0.9916575889,0.9937837439
2455153.9929398964,0.0141345114,0.9978590366,0.9916739784,0.9938016714
2455153.9929761789,0.0141476734,0.9978575276,0.9916903795,0.9938196106
2455153.9930124609,0.0141608353,0.9978560185,0.9917067917,0.9938375610
2455153.9930487433,0.0141739973,0.9978545095,0.9917232152,0.9938555227
2455153.9930850253,0.0141871592,0.9978530005,0.9917396495,0.9938734954
2455153.9931213078,0.0142003212,0.9978514915,0.9917560949,0.9938914792
2455153.9931575898,0.0142134831,0.9978499825,0.9917725508,0.9939094736
2455153.9931938723,0.0142266451,0.9978484735,0.9917890175,0.9939274788
2455153.9932301543,0.0142398070,0.9978469645,0.9918054944,0.9939454944
2455153.9932664367,0.0142529690,0.9978454554,0.9918219818,0.9939635205
2455153.9933027187,0.0142661309,0.9978439464,0.9918384791,0.9939815566
2455153.9933390012,0.0142792929,0.9978424374,0.9918549866,0.9939996030
2455153.9933752832,0.0142924548,0.9978409284,0.9918715038,0.9940176591
2455153.9934115657,0.0143056168,0.9978394194,0.9918880309,0.9940357253
2455153.9934478477,0.0143187787,0.9978379104,0.9919045674,0.9940538008
2455153.9934841297,0.0143319405,0.9978364013,0.9919211132,0.9940718858
2455153.9935204121,0.0143451026,0.9978348923,0.9919376686,0.9940899805
2455153.9935566941,0.0143582644,0.9978333833,0.9919542329,0.9941080840
2455153.9935929766,0.0143714265,0.9978318743,0.9919708064,0.9941261969
2455153.9936292586,0.0143845883,0.9978303653,0.9919873885,0.9941443185
2455153.9936655411,0.0143977504,0.9978288563,0.9920039795,0.9941624490
2455153.9937018231,0.0144109122,0.9978273473,0.9920205788,0.9941805880
2455153.9937381055,0.0144240743,0.9978258382,0.9920371868,0.9941987357
2455153.9937743875,0.0144372361,0.9978243292,0.9920538028,0.9942168914
2455153.9938106700,0.0144503982,0.9978228202,0.9920704271,0.9942350556
2455153.9938469520,0.0144635600,0.9978213112,0.9920870591,0.9942532275
2455153.9938832344,0.0144767221,0.9978198022,0.9921036992,0.9942714076
2455153.9939195164,0.0144898839,0.9978182932,0.9921203468,0.9942895952
2455153.9939557989,0.0145030460,0.9978167841,0.9921370021,0.9943077906
2455153.9939920809,0.0145162078,0.9978152751,0.9921536645,0.9943259932
2455153.9940283634,0.0145293699,0.9978137661,0.9921703344,0.9943442034
2455153.9940646454,0.0145425317,0.9978122571,0.9921870111,0.9943624204
2455153.9941009278,0.0145556938,0.9978107481,0.9922036950,0.9943806447
2455153.9941372098,0.0145688556,0.9978092391,0.9922203854,0.9943988756
2455153.9941734923,0.0145820177,0.9978077300,0.9922370827,0.9944171135
2455153.9942097743,0.0145951795,0.9978062210,0.9922537862,0.9944353576
2455153.9942460568,0.0146083416,0.9978047120,0.9922704963,0.9944536084
2455153.9942823388,0.0146215034,0.9978032030,0.9922872124,0.9944718652
2455153.9943186212,0.0146346655,0.9978016940,0.9923039347,0.9944901283
2455153.9943549032,0.0146478273,0.9978001850,0.9923206627,0.9945083972
2455153.9943911857,0.0146609894,0.9977986759,0.9923373966,0.9945266721
2455153.9944274677,0.0146741512,0.9977971669,0.9923541359,0.9945449524
2455153.9944637502,0.0146873133,0.9977956579,0.9923708808,0.9945632384
2455153.9945000322,0.0147004751,0.9977941489,0.9923876308,0.9945815295
2455153.9945363146,0.0147136372,0.9977926399,0.9924043861,0.9945998261
2455153.9945725966,0.0147267990,0.9977911309,0.9924211462,0.9946181275
2455153.9946088791,0.0147399611,0.9977896218,0.9924379113,0.9946364340
2455153.9946451611,0.0147531229,0.9977881128,0.9924546809,0.9946547450
2455153.9946814436,0.0147662850,0.9977866038,0.9924714552,0.9946730608
2455153.9947177256,0.0147794468,0.9977850948,0.9924882337,0.9946913808
2455153.9947540080,0.0147926089,0.9977835858,0.9925050166,0.9947097053
2455153.9947902900,0.0148057707,0.9977820768,0.9925218034,0.9947280338
2455153.9948265725,0.0148189328,0.9977805677,0.9925385942,0.9947463664
2455153.9948628545,0.0148320946,0.9977790587,0.9925553886,0.9947647026
2455153.9948991369,0.0148452567,0.9977775497,0.9925721869,0.9947830427
2455153.9949354189,0.0148584185,0.9977760407,0.9925889883,0.9948013861
2455153.9949717014,0.0148715806,0.9977745317,0.9926057933,0.9948197331
2455153.9950079834,0.0148847424,0.9977730227,0.9926226012,0.9948380830
2455153.9950442659,0.0148979045,0.9977715136,0.9926394122,0.9948564362
2455153.9950805479,0.0149110663,0.9977700046,0.9926562259,0.9948747921
2455153.9951168303,0.0149242284,0.9977684956,0.9926730425,0.9948931510
2455153.9951531123,0.0149373902,0.9977669866,0.9926898614,0.9949115121
2455153.9951893948,0.0149505523,0.9977654776,0.9927066829,0.9949298760
2455153.9952256768,0.0149637141,0.9977639686,0.9927235063,0.9949482418
2455153.9952619593,0.0149768762,0.9977624596,0.9927403320,0.9949666101
2455153.9952982413,0.0149900380,0.9977609505,0.9927571594,0.9949849800
2455153.9953345233,0.0150031999,0.9977594415,0.9927739885,0.9950033517
2455153.9953708057,0.0150163619,0.9977579325,0.9927908194,0.9950217253
2455153.9954070877,0.0150295238,0.9977564235,0.9928076516,0.9950401001
2455153.9954433702,0.0150426858,0.9977549145,0.9928244852,0.9950584765
2455153.9954796522,0.0150558477,0.9977534055,0.9928413196,0.9950768538
2455153.9955159347,0.0150690097,0.9977518965,0.9928581553,0.9950952324
2455153.9955522167,0.0150821716,0.9977503874,0.9928749915,0.9951136116
2455153.9955884991,0.0150953336,0.9977488784,0.9928918285,0.9951319916
2455153.9956247811,0.0151084955,0.9977473694,0.9929086658,0.9951503720
2455153.9956610636,0.0151216575,0.9977458604,0.9929255036,0.9951687530
2455153.9956973456,0.0151348194,0.9977443514,0.9929423414,0.9951871339
2455153.9957336280,0.0151479814,0.9977428424,0.9929591794,0.9952055151
2455153.9957699100,0.0151611433,0.9977413333,0.9929760169,0.9952238959
2455153.9958061925,0.0151743053,0.9977398243,0.9929928544,0.9952422768
2455153.9958424745,0.0151874672,0.9977383153,0.9930096911,0.9952606569
2455153.9958787570,0.0152006292,0.9977368063,0.9930265274,0.9952790366
2455153.9959150390,0.0152137911,0.9977352973,0.9930433626,0.9952974154
2455153.9959513214,0.0152269531,0.9977337883,0.9930601971,0.9953157935
2455153.9959876034,0.0152401150,0.9977322793,0.9930770303,0.9953341702
2455153.9960238859,0.0152532770,0.9977307702,0.9930938623,0.9953525459
2455153.9960601679,0.0152664389,0.9977292612,0.9931106927,0.9953709200
2455153.9960964504,0.0152796009,0.9977277522,0.9931275216,0.9953892927
2455153.9961327324,0.0152927628,0.9977262432,0.9931443485,0.9954076635
2455153.9961690148,0.0153059248,0.9977247342,0.9931611737,0.9954260325
2455153.9962052968,0.0153190867,0.9977232252,0.9931779965,0.9954443993
2455153.9962415793,0.0153322487,0.9977217161,0.9931948173,0.9954627640
2455153.9962778613,0.0153454106,0.9977202071,0.9932116354,0.9954811261
2455153.9963141438,0.0153585726,0.9977186981,0.9932284510,0.9954994859
2455153.9963504258,0.0153717345,0.9977171891,0.9932452637,0.9955178427
2455153.9963867082,0.0153848965,0.9977156801,0.9932620737,0.9955361968
2455153.9964229902,0.0153980584,0.9977141711,0.9932788803,0.9955545477
2455153.9964592727,0.0154112204,0.9977126620,0.9932956838,0.9955728955
2455153.9964955547,0.0154243823,0.9977111530,0.9933124837,0.9955912396
2455153.9965318372,0.0154375443,0.9977096440,0.9933292801,0.9956095805
2455153.9965681192,0.0154507062,0.9977081350,0.9933460726,0.9956279173
2455153.9966044016,0.0154638682,0.9977066260,0.9933628613,0.9956462505
2455153.9966406836,0.0154770301,0.9977051170,0.9933796456,0.9956645794
2455153.9966769661,0.0154901921,0.9977036079,0.9933964259,0.9956829042
2455153.9967132481,0.0155033540,0.9977020989,0.9934132015,0.9957012244
2455153.9967495305,0.0155165160,0.9977005899,0.9934299727,0.9957195403
2455153.9967858125,0.0155296779,0.9976990809,0.9934467389,0.9957378511
2455153.9968220950,0.0155428399,0.9976975719,0.9934635003,0.9957561573
2455153.9968583770,0.0155560018,0.9976960629,0.9934802563,0.9957744581
2455153.9968946595,0.0155691638,0.9976945538,0.9934970073,0.9957927539
2455153.9969309415,0.0155823257,0.9976930448,0.9935137525,0.9958110440
2455153.9969672239,0.0155954877,0.9976915358,0.9935304923,0.9958293287
2455153.9970035059,0.0156086496,0.9976900268,0.9935472261,0.9958476074
2455153.9970397884,0.0156218116,0.9976885178,0.9935639541,0.9958658803
2455153.9970760704,0.0156349735,0.9976870088,0.9935806756,0.9958841469
2455153.9971123529,0.0156481355,0.9976854997,0.9935973911,0.9959024074
2455153.9971486349,0.0156612974,0.9976839907,0.9936140997,0.9959206612
2455153.9971849169,0.0156744593,0.9976824817,0.9936308017,0.9959389084
2455153.9972211993,0.0156876213,0.9976809727,0.9936474971,0.9959571489
2455153.9972574813,0.0157007832,0.9976794637,0.9936641851,0.9959753822
2455153.9972937638,0.0157139452,0.9976779547,0.9936808662,0.9959936085
2455153.9973300458,0.0157271071,0.9976764457,0.9936975396,0.9960118272
2455153.9973663283,0.0157402691,0.9976749366,0.9937142057,0.9960300387
2455153.9974026103,0.0157534310,0.9976734276,0.9937308638,0.9960482421
2455153.9974388927,0.0157665930,0.9976719186,0.9937475142,0.9960664380
2455153.9974751747,0.0157797549,0.9976704096,0.9937641563,0.9960846255
2455153.9975114572,0.0157929169,0.9976689006,0.9937807903,0.9961028050
2455153.9975477392,0.0158060788,0.9976673916,0.9937974156,0.9961209758
2455153.9975840217,0.0158192408,0.9976658825,0.9938140325,0.9961391383
2455153.9976203036,0.0158324027,0.9976643735,0.9938306404,0.9961572917
2455153.9976565861,0.0158455647,0.9976628645,0.9938472394,0.9961754364
2455153.9976928681,0.0158587266,0.9976613555,0.9938638291,0.9961935717
2455153.9977291506,0.0158718886,0.9976598465,0.9938804096,0.9962116979
2455153.9977654326,0.0158850505,0.9976583375,0.9938969804,0.9962298144
2455153.9978017150,0.0158982125,0.9976568285,0.9939135416,0.9962479214
2455153.9978379970,0.0159113744,0.9976553194,0.9939300928,0.9962660183
2455153.9978742795,0.0159245364,0.9976538104,0.9939466340,0.9962841054
2455153.9979105615,0.0159376983,0.9976523014,0.9939631648,0.9963021820
2455153.9979468440,0.0159508603,0.9976507924,0.9939796853,0.9963202484
2455153.9979831260,0.0159640222,0.9976492834,0.9939961950,0.9963383040
2455153.9980194084,0.0159771842,0.9976477744,0.9940126941,0.9963563490
2455153.9980556904,0.0159903461,0.9976462653,0.9940291819,0.9963743828
2455153.9980919729,0.0160035081,0.9976447563,0.9940456588,0.9963924057
2455153.9981282549,0.0160166700,0.9976432473,0.9940621240,0.9964104169
2455153.9981645374,0.0160298320,0.9976417383,0.9940785779,0.9964284169
2455153.9982008194,0.0160429939,0.9976402293,0.9940950199,0.9964464049
2455153.9982371018,0.0160561559,0.9976387203,0.9941114501,0.9964643813
2455153.9982733838,0.0160693178,0.9976372113,0.9941278680,0.9964823453
2455153.9983096663,0.0160824798,0.9976357022,0.9941442738,0.9965002972
2455153.9983459483,0.0160956417,0.9976341932,0.9941606668,0.9965182364
2455153.9983822308,0.0161088037,0.9976326842,0.9941770474,0.9965361632
2455153.9984185128,0.0161219656,0.9976311752,0.9941934149,0.9965540769
2455153.9984547952,0.0161351276,0.9976296662,0.9942097695,0.9965719778
2455153.9984910772,0.0161482895,0.9976281572,0.9942261107,0.9965898652
2455153.9985273597,0.0161614515,0.9976266481,0.9942424386,0.9966077394
2455153.9985636417,0.0161746134,0.9976251391,0.9942587526,0.9966255998
2455153.9985999241,0.0161877754,0.9976236301,0.9942750531,0.9966434465
2455153.9986362061,0.0162009373,0.9976221211,0.9942913392,0.9966612791
2455153.9986724886,0.0162140993,0.9976206121,0.9943076114,0.9966790976
2455153.9987087706,0.0162272612,0.9976191031,0.9943238690,0.9966969016
2455153.9987450531,0.0162404232,0.9976175940,0.9943401121,0.9967146911
2455153.9987813351,0.0162535851,0.9976160850,0.9943563402,0.9967324657
2455153.9988176175,0.0162667471,0.9976145760,0.9943725535,0.9967502254
2455153.9988538995,0.0162799090,0.9976130670,0.9943887514,0.9967679698
2455153.9988901820,0.0162930710,0.9976115580,0.9944049342,0.9967856990
2455153.9989264640,0.0163062329,0.9976100490,0.9944211011,0.9968034125
2455153.9989627465,0.0163193949,0.9976085399,0.9944372524,0.9968211103
2455153.9989990285,0.0163325568,0.9976070309,0.9944533876,0.9968387920
2455153.9990353105,0.0163457187,0.9976055219,0.9944695065,0.9968564575
2455153.9990715929,0.0163588807,0.9976040129,0.9944856093,0.9968741068
2455153.9991078749,0.0163720426,0.9976025039,0.9945016953,0.9968917394
2455153.9991441574,0.0163852046,0.9976009949,0.9945177647,0.9969093554
2455153.9991804394,0.0163983665,0.9975994859,0.9945338169,0.9969269542
2455153.9992167219,0.0164115285,0.9975979768,0.9945498521,0.9969445360
2455153.9992530039,0.0164246904,0.9975964678,0.9945658697,0.9969621002
2455153.9992892863,0.0164378524,0.9975949588,0.9945818700,0.9969796471
2455153.9993255683,0.0164510143,0.9975934498,0.9945978522,0.9969971759
2455153.9993618508,0.0164641763,0.9975919408,0.9946138166,0.9970146870
2455153.9993981328,0.0164773382,0.9975904318,0.9946297626,0.9970321796
2455153.9994344153,0.0164905002,0.9975889227,0.9946456903,0.9970496541
2455153.9994706973,0.0165036621,0.9975874137,0.9946615993,0.9970671097
2455153.9995069797,0.0165168241,0.9975859047,0.9946774896,0.9970845467
2455153.9995432617,0.0165299860,0.9975843957,0.9946933607,0.9971019645
2455153.9995795442,0.0165431480,0.9975828867,0.9947092127,0.9971193632
2455153.9996158262,0.0165563099,0.9975813777,0.9947250451,0.9971367423
2455153.9996521086,0.0165694719,0.9975798686,0.9947408580,0.9971541019
2455153.9996883906,0.0165826338,0.9975783596,0.9947566508,0.9971714414
2455153.9997246731,0.0165957958,0.9975768506,0.9947724238,0.9971887611
2455153.9997609551,0.0166089577,0.9975753416,0.9947881762,0.9972060603
2455153.9997972376,0.0166221197,0.9975738326,0.9948039083,0.9972233391
2455153.9998335196,0.0166352816,0.9975723236,0.9948196195,0.9972405970
2455153.9998698020,0.0166484436,0.9975708145,0.9948353100,0.9972578342
2455153.9999060840,0.0166616055,0.9975693055,0.9948509791,0.9972750500
2455153.9999423665,0.0166747675,0.9975677965,0.9948666270,0.9972922447
2455153.9999786485,0.0166879294,0.9975662875,0.9948822531,0.9973094175
2455154.0000149310,0.0167010914,0.9975647785,0.9948978577,0.9973265688
2455154.0000512130,0.0167142533,0.9975632695,0.9949134400,0.9973436978
2455154.0000874954,0.0167274153,0.9975617605,0.9949290003,0.9973608048
2455154.0001237774,0.0167405772,0.9975602514,0.9949445379,0.9973778891
2455154.0001600599,0.0167537392,0.9975587424,0.9949600530,0.9973949510
2455154.0001963419,0.0167669011,0.9975572334,0.9949755450,0.9974119897
2455154.0002326244,0.0167800631,0.9975557244,0.9949910141,0.9974290055
2455154.0002689064,0.0167932250,0.9975542154,0.9950064597,0.9974459977
2455154.0003051888,0.0168063870,0.9975527064,0.9950218818,0.9974629666
2455154.0003414708,0.0168195489,0.9975511973,0.9950372800,0.9974799115
2455154.0003777533,0.0168327109,0.9975496883,0.9950526544,0.9974968325
2455154.0004140353,0.0168458728,0.9975481793,0.9950680043,0.9975137291
2455154.0004503177,0.0168590348,0.9975466703,0.9950833300,0.9975306014
2455154.0004865997,0.0168721967,0.9975451613,0.9950986307,0.9975474488
2455154.0005228822,0.0168853587,0.9975436523,0.9951139067,0.9975642715
2455154.0005591642,0.0168985206,0.9975421433,0.9951291574,0.9975810687
2455154.0005954467,0.0169116826,0.9975406342,0.9951443829,0.9975978408
2455154.0006317287,0.0169248445,0.9975391252,0.9951595825,0.9976145871
2455154.0006680111,0.0169380065,0.9975376162,0.9951747565,0.9976313077
2455154.0007042931,0.0169511684,0.9975361072,0.9951899042,0.9976480020
2455154.0007405756,0.0169643304,0.9975345982,0.9952050258,0.9976646701
2455154.0007768576,0.0169774923,0.9975330892,0.9952201206,0.9976813115
2455154.0008131401,0.0169906543,0.9975315801,0.9952351889,0.9976979263
2455154.0008494221,0.0170038162,0.9975300711,0.9952502299,0.9977145138
2455154.0008857041,0.0170169780,0.9975285621,0.9952652437,0.9977310741
2455154.0009219865,0.0170301401,0.9975270531,0.9952802301,0.9977476070
2455154.0009582685,0.0170433019,0.9975255441,0.9952951886,0.9977641120
2455154.0009945510,0.0170564640,0.9975240351,0.9953101194,0.9977805891
2455154.0010308330,0.0170696258,0.9975225261,0.9953250217,0.9977970378
2455154.0010671155,0.0170827879,0.9975210170,0.9953398957,0.9978134583
2455154.0011033975,0.0170959497,0.9975195080,0.9953547408,0.9978298498
2455154.0011396799,0.0171091118,0.9975179990,0.9953695572,0.9978462125
2455154.0011759619,0.0171222736,0.9975164900,0.9953843441,0.9978625458
2455154.0012122444,0.0171354357,0.9975149810,0.9953991018,0.9978788498
2455154.0012485264,0.0171485975,0.9975134720,0.9954138297,0.9978951239
2455154.0012848089,0.0171617596,0.9975119629,0.9954285277,0.9979113682
2455154.0013210909,0.0171749214,0.9975104539,0.9954431954,0.9979275821
2455154.0013573733,0.0171880835,0.9975089449,0.9954578328,0.9979437657
2455154.0013936553,0.0172012453,0.9975074359,0.9954724393,0.9979599184
2455154.0014299378,0.0172144074,0.9975059269,0.9954870150,0.9979760402
2455154.0014662198,0.0172275692,0.9975044179,0.9955015594,0.9979921307
2455154.0015025022,0.0172407313,0.9975029088,0.9955160724,0.9980081899
2455154.0015387842,0.0172538931,0.9975013998,0.9955305536,0.9980242170
2455154.0015750667,0.0172670552,0.9974998908,0.9955450029,0.9980402124
2455154.0016113487,0.0172802170,0.9974983818,0.9955594198,0.9980561753
2455154.0016476312,0.0172933791,0.9974968728,0.9955738044,0.9980721059
2455154.0016839132,0.0173065409,0.9974953638,0.9955881561,0.9980880035
2455154.0017201956,0.0173197030,0.9974938547,0.9956024749,0.9981038681
2455154.0017564776,0.0173328648,0.9974923457,0.9956167602,0.9981196993
2455154.0017927601,0.0173460269,0.9974908367,0.9956310121,0.9981354971
2455154.0018290421,0.0173591887,0.9974893277,0.9956452300,0.9981512608
2455154.0018653246,0.0173723508,0.9974878187,0.9956594140,0.9981669905
2455154.0019016066,0.0173855126,0.9974863097,0.9956735635,0.9981826857
2455154.0019378890,0.0173986747,0.9974848006,0.9956876785,0.9981983463
2455154.0019741710,0.0174118365,0.9974832916,0.9957017584,0.9982139718
2455154.0020104535,0.0174249986,0.9974817826,0.9957158032,0.9982295623
2455154.0020467355,0.0174381604,0.9974802736,0.9957298125,0.9982451170
2455154.0020830180,0.0174513225,0.9974787646,0.9957437861,0.9982606362
2455154.0021193000,0.0174644843,0.9974772556,0.9957577236,0.9982761191
2455154.0021555824,0.0174776464,0.9974757465,0.9957716250,0.9982915659
2455154.0021918644,0.0174908082,0.9974742375,0.9957854895,0.9983069758
2455154.0022281469,0.0175039703,0.9974727285,0.9957993174,0.9983223490
2455154.0022644289,0.0175171321,0.9974712195,0.9958131080,0.9983376848
2455154.0023007113,0.0175302942,0.9974697105,0.9958268613,0.9983529833
2455154.0023369933,0.0175434560,0.9974682015,0.9958405766,0.9983682439
2455154.0023732758,0.0175566181,0.9974666925,0.9958542542,0.9983834665
2455154.0024095578,0.0175697799,0.9974651834,0.9958678932,0.9983986506
2455154.0024458403,0.0175829420,0.9974636744,0.9958814938,0.9984137963
2455154.0024821223,0.0175961038,0.9974621654,0.9958950554,0.9984289028
2455154.0025184047,0.0176092659,0.9974606564,0.9959085779,0.9984439702
2455154.0025546867,0.0176224277,0.9974591474,0.9959220607,0.9984589979
2455154.0025909692,0.0176355898,0.9974576384,0.9959355039,0.9984739859
2455154.0026272512,0.0176487516,0.9974561293,0.9959489069,0.9984889336
2455154.0026635337,0.0176619137,0.9974546203,0.9959622696,0.9985038410
2455154.0026998157,0.0176750755,0.9974531113,0.9959755914,0.9985187074
2455154.0027360977,0.0176882374,0.9974516023,0.9959888722,0.9985335328
2455154.0027723801,0.0177013994,0.9974500933,0.9960021119,0.9985483170
2455154.0028086621,0.0177145613,0.9974485843,0.9960153097,0.9985630592
2455154.0028449446,0.0177277233,0.9974470753,0.9960284658,0.9985777597
2455154.0028812266,0.0177408852,0.9974455662,0.9960415794,0.9985924176
2455154.0029175091,0.0177540473,0.9974440572,0.9960546506,0.9986070331
2455154.0029537911,0.0177672091,0.9974425482,0.9960676787,0.9986216054
2455154.0029900735,0.0177803712,0.9974410392,0.9960806638,0.9986361345
2455154.0030263555,0.0177935330,0.9974395302,0.9960936051,0.9986506199
2455154.0030626380,0.0178066951,0.9974380212,0.9961065028,0.9986650615
2455154.0030989200,0.0178198569,0.9974365121,0.9961193560,0.9986794587
2455154.0031352025,0.0178330190,0.9974350031,0.9961321649,0.9986938114
2455154.0031714845,0.0178461808,0.9974334941,0.9961449287,0.9987081189
2455154.0032077669,0.0178593429,0.9974319851,0.9961576474,0.9987223814
2455154.0032440489,0.0178725047,0.9974304761,0.9961703205,0.9987365981
2455154.0032803314,0.0178856668,0.9974289671,0.9961829478,0.9987507690
2455154.0033166134,0.0178988286,0.9974274581,0.9961955288,0.9987648933
2455154.0033528958,0.0179119907,0.9974259490,0.9962080633,0.9987789712
2455154.0033891778,0.0179251525,0.9974244400,0.9962205507,0.9987930020
2455154.0034254603,0.0179383146,0.9974229310,0.9962329910,0.9988069855
2455154.0034617423,0.0179514764,0.9974214220,0.9962453835,0.9988209211
2455154.0034980248,0.0179646385,0.9974199130,0.9962577281,0.9988348089
2455154.0035343068,0.0179778003,0.9974184040,0.9962700243,0.9988486480
2455154.0035705892,0.0179909624,0.9974168949,0.9962822719,0.9988624385
2455154.0036068712,0.0180041242,0.9974153859,0.9962944702,0.9988761797
2455154.0036431537,0.0180172863,0.9974138769,0.9963066193,0.9988898715
2455154.0036794357,0.0180304481,0.9974123679,0.9963187184,0.9989035132
2455154.0037157182,0.0180436102,0.9974108589,0.9963307674,0.9989171048
2455154.0037520002,0.0180567720,0.9974093499,0.9963427658,0.9989306456
2455154.0037882826,0.0180699341,0.9974078408,0.9963547133,0.9989441355
2455154.0038245646,0.0180830959,0.9974063318,0.9963666093,0.9989575738
2455154.0038608471,0.0180962580,0.9974048228,0.9963784538,0.9989709604
2455154.0038971291,0.0181094198,0.9974033138,0.9963902460,0.9989842947
2455154.0039334116,0.0181225819,0.9974018048,0.9964019858,0.9989975766
2455154.0039696936,0.0181357437,0.9974002958,0.9964136726,0.9990108052
2455154.0040059760,0.0181489058,0.9973987867,0.9964253063,0.9990239807
2455154.0040422580,0.0181620676,0.9973972777,0.9964368860,0.9990371021
2455154.0040785405,0.0181752297,0.9973957687,0.9964484118,0.9990501695
2455154.0041148225,0.0181883915,0.9973942597,0.9964598829,0.9990631821
2455154.0041511049,0.0182015536,0.9973927507,0.9964712993,0.9990761398
2455154.0041873869,0.0182147154,0.9973912417,0.9964826600,0.9990890419
2455154.0042236694,0.0182278775,0.9973897326,0.9964939652,0.9991018882
2455154.0042599514,0.0182410393,0.9973882236,0.9965052140,0.9991146781
2455154.0042962339,0.0182542014,0.9973867146,0.9965164062,0.9991274113
2455154.0043325159,0.0182673632,0.9973852056,0.9965275413,0.9991400872
2455154.0043687983,0.0182805253,0.9973836966,0.9965386189,0.9991527055
2455154.0044050803,0.0182936871,0.9973821876,0.9965496384,0.9991652656
2455154.0044413628,0.0183068492,0.9973806785,0.9965605996,0.9991777673
2455154.0044776448,0.0183200110,0.9973791695,0.9965715018,0.9991902099
2455154.0045139273,0.0183331731,0.9973776605,0.9965823447,0.9992025931
2455154.0045502093,0.0183463349,0.9973761515,0.9965931277,0.9992149163
2455154.0045864913,0.0183594968,0.9973746425,0.9966038504,0.9992271790
2455154.0046227737,0.0183726588,0.9973731335,0.9966145125,0.9992393810
2455154.0046590557,0.0183858207,0.9973716245,0.9966251132,0.9992515214
2455154.0046953382,0.0183989827,0.9973701154,0.9966356523,0.9992636002
2455154.0047316202,0.0184121446,0.9973686064,0.9966461290,0.9992756164
2455154.0047679027,0.0184253066,0.9973670974,0.9966565431,0.9992875699
2455154.0048041847,0.0184384685,0.9973655884,0.9966668938,0.9992994599
2455154.0048404671,0.0184516305,0.9973640794,0.9966771809,0.9993112862
2455154.0048767491,0.0184647924,0.9973625704,0.9966874036,0.9993230479
2455154.0049130316,0.0184779544,0.9973610613,0.9966975617,0.9993347448
2455154.0049493136,0.0184911163,0.9973595523,0.9967076543,0.9993463761
2455154.0049855961,0.0185042783,0.9973580433,0.9967176811,0.9993579415
2455154.0050218781,0.0185174402,0.9973565343,0.9967276414,0.9993694403
2455154.0050581605,0.0185306022,0.9973550253,0.9967375349,0.9993808720
2455154.0050944425,0.0185437641,0.9973535163,0.9967473607,0.9993922360
2455154.0051307250,0.0185569261,0.9973520073,0.9967571186,0.9994035319
2455154.0051670070,0.0185700880,0.9973504982,0.9967668076,0.9994147588
2455154.0052032894,0.0185832500,0.9973489892,0.9967764275,0.9994259164
2455154.0052395714,0.0185964119,0.9973474802,0.9967859774,0.9994370039
2455154.0052758539,0.0186095739,0.9973459712,0.9967954570,0.9994480209
2455154.0053121359,0.0186227358,0.9973444622,0.9968048654,0.9994589665
2455154.0053484184,0.0186358978,0.9973429532,0.9968142023,0.9994698404
2455154.0053847004,0.0186490597,0.9973414441,0.9968234666,0.9994806417
2455154.0054209828,0.0186622217,0.9973399351,0.9968326582,0.9994913701
2455154.0054572648,0.0186753836,0.9973384261,0.9968417760,0.9995020245
2455154.0054935473,0.0186885456,0.9973369171,0.9968508196,0.9995126046
2455154.0055298293,0.0187017075,0.9973354081,0.9968597882,0.9995231094
2455154.0055661118,0.0187148695,0.9973338991,0.9968686813,0.9995335386
2455154.0056023938,0.0187280314,0.9973323901,0.9968774979,0.9995438911
2455154.0056386762,0.0187411934,0.9973308810,0.9968862376,0.9995541666
2455154.0056749582,0.0187543553,0.9973293720,0.9968948994,0.9995643639
2455154.0057112407,0.0187675173,0.9973278630,0.9969034828,0.9995744828
2455154.0057475227,0.0187806792,0.9973263540,0.9969119868,0.9995845220
2455154.0057838052,0.0187938412,0.9973248450,0.9969204110,0.9995944812
2455154.0058200872,0.0188070031,0.9973233360,0.9969287542,0.9996043593
2455154.0058563696,0.0188201651,0.9973218269,0.9969370160,0.9996141557
2455154.0058926516,0.0188333270,0.9973203179,0.9969451953,0.9996238694
2455154.0059289341,0.0188464890,0.9973188089,0.9969532914,0.9996334998
2455154.0059652161,0.0188596509,0.9973172999,0.9969613033,0.9996430458
2455154.0060014986,0.0188728129,0.9973157909,0.9969692305,0.9996525069
2455154.0060377805,0.0188859748,0.9973142819,0.9969770717,0.9996618817
2455154.0060740630,0.0188991368,0.9973127728,0.9969848262,0.9996711698
2455154.0061103450,0.0189122987,0.9973112638,0.9969924931,0.9996803699
2455154.0061466275,0.0189254607,0.9973097548,0.9970000714,0.9996894812
2455154.0061829095,0.0189386226,0.9973082458,0.9970075601,0.9996985028
2455154.0062191919,0.0189517846,0.9973067368,0.9970149583,0.9997074336
2455154.0062554739,0.0189649465,0.9973052278,0.9970222649,0.9997162725
2455154.0062917564,0.0189781085,0.9973037187,0.9970294789,0.9997250187
